Ampara_2010_01	25.21,238
Kilinochchi[1]_2024_06	28.6,37
Kurunegala_2010_01	24.86,68
Kurunegala_2010_02	26.7,26
Kurunegala_2010_03	28.39,77
Kurunegala_2010_04	26.91,188
Kurunegala_2010_05	26.29,304
Kurunegala_2010_06	25.65,358
Kurunegala_2010_07	25.33,336
Kurunegala_2010_08	25.07,309
Kurunegala_2010_09	24.99,302
Kurunegala_2010_10	24.78,374
Kurunegala_2010_11	24.46,389
Kurunegala_2010_12	23.67,394
Kurunegala_2011_01	23.6,254
Kurunegala_2011_02	24.65,166
Kurunegala_2011_03	26.37,111
Kurunegala_2011_04	25.98,241
Kurunegala_2011_05	26.1,261
Kurunegala_2011_06	25.9,271
Kurunegala_2011_07	25.4,367
Kurunegala_2011_08	25.29,317
Kurunegala_2011_09	25.53,288
Kurunegala_2011_10	25.57,267
Kurunegala_2011_11	25.04,211
Kurunegala_2011_12	24.53,159
Kurunegala_2012_01	24.88,15
Kurunegala_2012_02	25.76,78
Kurunegala_2012_03	27.4,82
Kurunegala_2012_04	26.21,192
Kurunegala_2012_05	26.98,126
Kurunegala_2012_06	25.83,358
Kurunegala_2012_07	25.76,296
Kurunegala_2012_08	25.66,318
Kurunegala_2012_09	25.91,277
Kurunegala_2012_10	25.46,315
Kurunegala_2012_11	25.01,200
Kurunegala_2012_12	24.75,162
Kurunegala_2013_01	24.31,112
Kurunegala_2013_02	25.32,96
Kurunegala_2013_03	26.39,124
Kurunegala_2013_04	27.06,160
Kurunegala_2013_05	26.14,286
Kurunegala_2013_06	24.62,502
Kurunegala_2013_07	24.88,324
Kurunegala_2013_08	25.2,274
Kurunegala_2013_09	24.84,359
Kurunegala_2013_10	25.07,340
Kurunegala_2013_11	25.05,132
Kurunegala_2013_12	24.19,168
Kurunegala_2014_01	24.36,106
Kurunegala_2014_02	25.85,27
Kurunegala_2014_03	28.01,30
Kurunegala_2014_04	26.63,194
Kurunegala_2014_05	26.2,238
Kurunegala_2014_06	25.98,293
Kurunegala_2014_07	25.54,342
Kurunegala_2014_08	25.19,317
Kurunegala_2014_09	25.21,331
Kurunegala_2014_10	24.92,358
Kurunegala_2014_11	24.46,276
Kurunegala_2014_12	24.24,342
Kurunegala_2015_01	25.23,21
Kurunegala_2015_02	25.53,61
Kurunegala_2015_03	26.99,88
Kurunegala_2015_04	26.31,213
Kurunegala_2015_05	26.25,247
Kurunegala_2015_06	25.99,300
Kurunegala_2015_07	25.68,277
Kurunegala_2015_08	25.75,268
Kurunegala_2015_09	25.51,299
Kurunegala_2015_10	25.28,372
Kurunegala_2015_11	24.95,307
Kurunegala_2015_12	25.32,204
Kurunegala_2016_01	25.91,19
Kurunegala_2016_02	27.39,29
Kurunegala_2016_03	29.3,50
Kurunegala_2016_04	28.74,111
Kurunegala_2016_05	26.18,388
Kurunegala_2016_06	25.63,381
Kurunegala_2016_07	25.59,267
Kurunegala_2016_08	25.64,247
Kurunegala_2016_09	25.58,228
Kurunegala_2016_10	26.0,165
Kurunegala_2016_11	25.15,209
Kurunegala_2016_12	25.16,89
Kurunegala_2017_01	25.57,99
Kurunegala_2017_02	26.21,49
Kurunegala_2017_03	26.98,125
Kurunegala_2017_04	27.94,131
Kurunegala_2017_05	26.89,303
Kurunegala_2017_06	25.95,329
Kurunegala_2017_07	26.5,284
Kurunegala_2017_08	25.74,357
Kurunegala_2017_09	25.51,279
Kurunegala_2017_10	25.33,327
Kurunegala_2017_11	25.0,295
Kurunegala_2017_12	25.05,128
Kurunegala_2018_01	24.9,42
Kurunegala_2018_02	26.38,50
Kurunegala_2018_03	27.33,147
Kurunegala_2018_04	27.04,163
Kurunegala_2018_05	26.02,305
Kurunegala_2018_06	25.41,516
Kurunegala_2018_07	25.66,401
Kurunegala_2018_08	25.51,403
Kurunegala_2018_09	25.96,238
Kurunegala_2018_10	25.0,415
Kurunegala_2018_11	25.09,284
Kurunegala_2018_12	24.97,119
Kurunegala_2019_01	25.5,38
Kurunegala_2019_02	26.02,145
Kurunegala_2019_03	27.99,66
Kurunegala_2019_04	28.01,196
Kurunegala_2019_05	27.52,202
Kurunegala_2019_06	26.87,377
Kurunegala_2019_07	26.64,289
Kurunegala_2019_08	25.49,491
Kurunegala_2019_09	25.46,363
Kurunegala_2019_10	24.97,392
Kurunegala_2019_11	25.55,246
Kurunegala_2019_12	25.31,200
Kurunegala_2020_01	25.86,61
Kurunegala_2020_02	26.99,35
Kurunegala_2020_03	28.69,116
Kurunegala_2020_04	27.72,199
Kurunegala_2020_05	26.94,333
Kurunegala_2020_06	26.51,358
Kurunegala_2020_07	25.98,323
Kurunegala_2020_08	26.11,321
Kurunegala_2020_09	25.1,488
Kurunegala_2020_10	25.64,390
Kurunegala_2020_11	25.53,269
Kurunegala_2020_12	24.8,316
Kurunegala_2021_01	24.76,224
Kurunegala_2021_02	25.85,56
Kurunegala_2021_03	26.9,104
Kurunegala_2021_04	26.9,221
Kurunegala_2021_05	26.06,405
Kurunegala_2021_06	25.75,399
Kurunegala_2021_07	25.92,405
Kurunegala_2021_08	25.47,421
Kurunegala_2021_09	25.62,405
Kurunegala_2021_10	25.26,381
Kurunegala_2021_11	24.41,433
Kurunegala_2021_12	25.29,103
Kurunegala_2022_01	25.67,91
Kurunegala_2022_02	25.91,80
Kurunegala_2022_03	26.95,115
Kurunegala_2022_04	26.1,218
Kurunegala_2022_05	25.98,393
Kurunegala_2022_06	25.82,276
Kurunegala_2022_07	25.95,261
Kurunegala_2022_08	25.47,369
Kurunegala_2022_09	25.66,241
Kurunegala_2022_10	24.76,351
Kurunegala_2022_11	24.73,196
Kurunegala_2022_12	24.35,228
Kurunegala_2023_01	24.24,92
Kurunegala_2023_02	25.12,93
Kurunegala_2023_03	26.74,115
Kurunegala_2023_04	27.31,134
Kurunegala_2023_05	26.76,240
Kurunegala_2023_06	26.65,248
Kurunegala_2023_07	26.3,277
Kurunegala_2023_08	27.53,103
Kurunegala_2023_09	25.33,359
Kurunegala_2023_10	25.19,332
Kurunegala_2023_11	25.06,345
Kurunegala_2023_12	25.44,267
Kurunegala_2024_01	25.34,157
Kurunegala_2024_02	27.35,48
Kurunegala_2024_03	28.68,61
Kurunegala_2024_04	28.53,145
Kurunegala_2024_05	26.97,373
Kurunegala_2024_06	26.58,70
Mannar_2010_01	25.64,71
Mannar_2010_02	26.62,8
Mannar_2010_03	28.64,37
Mannar_2010_04	29.36,132
Mannar_2010_05	29.19,138
Mannar_2010_06	28.74,106
Mannar_2010_07	28.17,68
Mannar_2010_08	27.68,95
Mannar_2010_09	27.32,177
Mannar_2010_10	27.2,196
Mannar_2010_11	26.03,383
Mannar_2010_12	25.05,369
Mannar_2011_01	24.65,272
Mannar_2011_02	25.33,162
Mannar_2011_03	27.2,72
Mannar_2011_04	27.68,250
Mannar_2011_05	28.59,64
Mannar_2011_06	28.6,19
Mannar_2011_07	28.01,99
Mannar_2011_08	27.8,117
Mannar_2011_09	28.16,89
Mannar_2011_10	27.35,307
Mannar_2011_11	26.01,349
Mannar_2011_12	25.64,201
Mannar_2012_01	25.39,46
Mannar_2012_02	26.65,36
Mannar_2012_03	28.2,36
Mannar_2012_04	28.52,144
Mannar_2012_05	29.12,13
Mannar_2012_06	28.49,33
Mannar_2012_07	28.49,41
Mannar_2012_08	28.06,95
Mannar_2012_09	28.3,73
Mannar_2012_10	26.82,354
Mannar_2012_11	26.26,177
Mannar_2012_12	25.68,216
Mannar_2013_01	25.39,84
Mannar_2013_02	26.16,91
Mannar_2013_03	27.48,98
Mannar_2013_04	29.41,94
Mannar_2013_05	29.08,84
Mannar_2013_06	28.08,84
Mannar_2013_07	27.89,53
Mannar_2013_08	27.77,66
Mannar_2013_09	27.61,124
Mannar_2013_10	27.65,145
Mannar_2013_11	26.6,221
Mannar_2013_12	25.59,144
Mannar_2014_01	24.96,193
Mannar_2014_02	26.34,19
Mannar_2014_03	28.39,11
Mannar_2014_04	28.94,113
Mannar_2014_05	28.58,151
Mannar_2014_06	29.16,20
Mannar_2014_07	28.64,16
Mannar_2014_08	27.99,79
Mannar_2014_09	27.88,134
Mannar_2014_10	26.85,340
Mannar_2014_11	25.86,359
Mannar_2014_12	25.2,391
Mannar_2015_01	25.5,47
Mannar_2015_02	25.8,89
Mannar_2015_03	27.52,57
Mannar_2015_04	28.19,187
Mannar_2015_05	28.23,240
Mannar_2015_06	28.67,97
Mannar_2015_07	28.51,54
Mannar_2015_08	28.3,83
Mannar_2015_09	27.96,167
Mannar_2015_10	27.08,342
Mannar_2015_11	26.18,420
Mannar_2015_12	26.08,295
Mannar_2016_01	26.07,61
Mannar_2016_02	27.19,51
Mannar_2016_03	28.85,12
Mannar_2016_04	29.9,106
Mannar_2016_05	28.82,206
Mannar_2016_06	28.55,109
Mannar_2016_07	28.23,54
Mannar_2016_08	28.34,43
Mannar_2016_09	27.91,19
Mannar_2016_10	27.89,119
Mannar_2016_11	26.43,231
Mannar_2016_12	25.94,135
Mannar_2017_01	25.61,161
Mannar_2017_02	25.99,39
Mannar_2017_03	28.12,138
Mannar_2017_04	30.06,45
Mannar_2017_05	29.85,84
Mannar_2017_06	29.09,96
Mannar_2017_07	29.27,61
Mannar_2017_08	28.67,127
Mannar_2017_09	28.14,161
Mannar_2017_10	27.87,264
Mannar_2017_11	26.26,336
Mannar_2017_12	25.84,156
Mannar_2018_01	25.39,75
Mannar_2018_02	26.32,78
Mannar_2018_03	28.15,84
Mannar_2018_04	29.13,138
Mannar_2018_05	28.58,203
Mannar_2018_06	28.59,75
Mannar_2018_07	28.36,34
Mannar_2018_08	27.82,35
Mannar_2018_09	27.9,96
Mannar_2018_10	26.52,391
Mannar_2018_11	25.88,330
Mannar_2018_12	25.81,184
Mannar_2019_01	25.47,64
Mannar_2019_02	26.73,113
Mannar_2019_03	28.51,39
Mannar_2019_04	29.48,124
Mannar_2019_05	30.11,44
Mannar_2019_06	29.7,73
Mannar_2019_07	29.04,97
Mannar_2019_08	28.55,127
Mannar_2019_09	28.07,198
Mannar_2019_10	26.62,329
Mannar_2019_11	26.84,261
Mannar_2019_12	26.07,269
Mannar_2020_01	26.66,75
Mannar_2020_02	27.64,26
Mannar_2020_03	28.64,47
Mannar_2020_04	29.67,132
Mannar_2020_05	29.97,160
Mannar_2020_06	29.47,126
Mannar_2020_07	28.66,143
Mannar_2020_08	28.41,49
Mannar_2020_09	28.11,183
Mannar_2020_10	28.53,125
Mannar_2020_11	26.81,315
Mannar_2020_12	25.49,336
Mannar_2021_01	25.43,257
Mannar_2021_02	25.89,68
Mannar_2021_03	28.04,84
Mannar_2021_04	29.11,137
Mannar_2021_05	28.87,219
Mannar_2021_06	28.91,108
Mannar_2021_07	28.83,90
Mannar_2021_08	28.35,98
Mannar_2021_09	28.54,111
Mannar_2021_10	27.12,338
Mannar_2021_11	26.04,442
Mannar_2021_12	26.03,127
Mannar_2022_01	26.22,122
Mannar_2022_02	26.08,94
Mannar_2022_03	28.17,100
Mannar_2022_04	27.81,251
Mannar_2022_05	29.37,149
Mannar_2022_06	28.82,86
Mannar_2022_07	28.61,79
Mannar_2022_08	27.91,125
Mannar_2022_09	27.8,95
Mannar_2022_10	27.05,289
Mannar_2022_11	26.11,235
Mannar_2022_12	25.97,243
Mannar_2023_01	25.47,111
Mannar_2023_02	25.95,115
Mannar_2023_03	28.25,134
Mannar_2023_04	29.16,137
Mannar_2023_05	29.23,143
Mannar_2023_06	29.54,88
Mannar_2023_07	28.84,40
Mannar_2023_08	28.95,19
Mannar_2023_09	28.56,151
Mannar_2023_10	27.61,269
Mannar_2023_11	26.19,393
Mannar_2023_12	26.42,311
Mannar_2024_01	26.33,141
Mannar_2024_02	28.14,69
Mannar_2024_03	28.94,41
Mannar_2024_04	30.33,112
Mannar_2024_05	29.39,258
Mannar_2024_06	28.54,76
Matale_2010_01	23.6,103
Matale_2010_02	24.76,34
Matale_2010_03	26.86,72
Matale_2010_04	26.53,181
Matale_2010_05	26.05,209
Matale_2010_06	25.64,257
Matale_2010_07	25.27,255
Matale_2010_08	25.0,285
Matale_2010_09	24.94,229
Matale_2010_10	24.48,282
Matale_2010_11	23.88,364
Matale_2010_12	22.91,415
Matale_2011_01	22.51,342
Matale_2011_02	23.58,207
Matale_2011_03	25.17,117
Matale_2011_04	25.47,199
Matale_2011_05	26.09,157
Matale_2011_06	26.07,163
Matale_2011_07	25.56,215
Matale_2011_08	25.52,204
Matale_2011_09	25.71,164
Matale_2011_10	25.42,231
Matale_2011_11	24.15,224
Matale_2011_12	23.52,237
Matale_2012_01	23.42,31
Matale_2012_02	24.12,106
Matale_2012_03	26.32,98
Matale_2012_04	25.69,172
Matale_2012_05	26.76,55
Matale_2012_06	26.02,202
Matale_2012_07	25.93,200
Matale_2012_08	25.95,169
Matale_2012_09	26.13,143
Matale_2012_10	25.12,337
Matale_2012_11	24.24,244
Matale_2012_12	23.57,235
Matale_2013_01	23.13,158
Matale_2013_02	23.96,141
Matale_2013_03	25.28,128
Matale_2013_04	26.63,133
Matale_2013_05	26.02,176
Matale_2013_06	24.53,429
Matale_2013_07	24.85,269
Matale_2013_08	25.19,207
Matale_2013_09	24.81,214
Matale_2013_10	25.03,237
Matale_2013_11	24.19,175
Matale_2013_12	23.12,216
Matale_2014_01	23.03,135
Matale_2014_02	23.96,44
Matale_2014_03	25.92,40
Matale_2014_04	26.6,180
Matale_2014_05	25.87,168
Matale_2014_06	25.99,251
Matale_2014_07	25.6,293
Matale_2014_08	25.31,216
Matale_2014_09	25.35,239
Matale_2014_10	24.64,318
Matale_2014_11	23.71,305
Matale_2014_12	23.32,391
Matale_2015_01	23.8,41
Matale_2015_02	23.72,121
Matale_2015_03	25.27,92
Matale_2015_04	25.71,227
Matale_2015_05	25.89,150
Matale_2015_06	26.0,157
Matale_2015_07	25.67,215
Matale_2015_08	25.83,190
Matale_2015_09	25.56,186
Matale_2015_10	24.96,361
Matale_2015_11	24.22,316
Matale_2015_12	24.21,240
Matale_2016_01	24.18,55
Matale_2016_02	25.31,45
Matale_2016_03	27.44,62
Matale_2016_04	28.05,103
Matale_2016_05	25.92,316
Matale_2016_06	25.52,264
Matale_2016_07	25.62,200
Matale_2016_08	25.67,187
Matale_2016_09	25.77,132
Matale_2016_10	25.96,104
Matale_2016_11	24.27,216
Matale_2016_12	24.01,115
Matale_2017_01	23.86,113
Matale_2017_02	24.49,57
Matale_2017_03	25.62,133
Matale_2017_04	26.74,138
Matale_2017_05	25.46,343
Matale_2017_06	24.67,385
Matale_2017_07	25.03,340
Matale_2017_08	24.35,376
Matale_2017_09	24.2,320
Matale_2017_10	24.12,347
Matale_2017_11	23.76,309
Matale_2017_12	23.59,116
Matale_2018_01	23.33,52
Matale_2018_02	24.75,70
Matale_2018_03	25.92,155
Matale_2018_04	25.56,178
Matale_2018_05	24.68,340
Matale_2018_06	24.11,510
Matale_2018_07	24.16,443
Matale_2018_08	23.86,421
Matale_2018_09	24.5,269
Matale_2018_10	23.74,398
Matale_2018_11	23.87,307
Matale_2018_12	23.44,148
Matale_2019_01	23.61,47
Matale_2019_02	24.49,149
Matale_2019_03	26.31,78
Matale_2019_04	26.57,200
Matale_2019_05	26.17,205
Matale_2019_06	25.62,353
Matale_2019_07	25.18,307
Matale_2019_08	24.16,463
Matale_2019_09	24.25,340
Matale_2019_10	23.79,429
Matale_2019_11	24.33,264
Matale_2019_12	23.93,209
Matale_2020_01	24.22,63
Matale_2020_02	25.2,48
Matale_2020_03	26.95,97
Matale_2020_04	26.33,238
Matale_2020_05	25.64,332
Matale_2020_06	25.12,361
Matale_2020_07	24.64,326
Matale_2020_08	24.58,325
Matale_2020_09	23.8,483
Matale_2020_10	24.19,414
Matale_2020_11	24.26,307
Matale_2020_12	23.5,332
Matale_2021_01	23.47,239
Matale_2021_02	24.27,67
Matale_2021_03	25.44,129
Matale_2021_04	25.43,228
Matale_2021_05	24.73,404
Matale_2021_06	24.41,394
Matale_2021_07	24.46,421
Matale_2021_08	24.04,416
Matale_2021_09	24.24,396
Matale_2021_10	23.98,385
Matale_2021_11	23.24,435
Matale_2021_12	23.83,109
Matale_2022_01	24.17,81
Matale_2022_02	24.19,86
Matale_2022_03	25.31,140
Matale_2022_04	24.72,246
Matale_2022_05	24.7,401
Matale_2022_06	24.48,302
Matale_2022_07	24.45,306
Matale_2022_08	23.92,394
Matale_2022_09	24.17,273
Matale_2022_10	23.43,366
Matale_2022_11	23.42,217
Matale_2022_12	23.02,246
Matale_2023_01	22.73,100
Matale_2023_02	23.61,100
Matale_2023_03	25.37,131
Matale_2023_04	25.91,155
Matale_2023_05	25.44,270
Matale_2023_06	25.49,261
Matale_2023_07	24.97,275
Matale_2023_08	26.08,136
Matale_2023_09	24.25,350
Matale_2023_10	24.04,335
Matale_2023_11	23.98,363
Matale_2023_12	24.22,297
Matale_2024_01	23.94,173
Matale_2024_02	25.55,53
Matale_2024_03	27.04,60
Matale_2024_04	27.51,176
Matale_2024_05	25.71,372
Matale_2024_06	25.36,80
Matara_2010_01	26.08,124
Matara_2010_02	26.76,101
Matara_2010_03	27.78,145
Matara_2010_04	27.5,310
Matara_2010_05	27.13,438
Matara_2010_06	26.54,522
Matara_2010_07	26.38,358
Matara_2010_08	26.27,364
Matara_2010_09	25.97,404
Matara_2010_10	26.25,330
Matara_2010_11	25.67,362
Matara_2010_12	25.22,382
Matara_2011_01	25.2,237
Matara_2011_02	25.62,275
Matara_2011_03	26.43,229
Matara_2011_04	26.54,344
Matara_2011_05	26.76,381
Matara_2011_06	26.85,363
Matara_2011_07	26.19,434
Matara_2011_08	26.23,442
Matara_2011_09	26.44,303
Matara_2011_10	26.52,282
Matara_2011_11	26.08,315
Matara_2011_12	25.72,257
Matara_2012_01	25.53,148
Matara_2012_02	26.15,172
Matara_2012_03	26.73,215
Matara_2012_04	26.71,313
Matara_2012_05	27.25,236
Matara_2012_06	26.36,438
Matara_2012_07	26.5,336
Matara_2012_08	26.18,430
Matara_2012_09	26.17,439
Matara_2012_10	26.08,424
Matara_2012_11	26.02,331
Matara_2012_12	25.87,240
Matara_2013_01	25.81,169
Matara_2013_02	26.15,228
Matara_2013_03	27.0,231
Matara_2013_04	27.66,203
Matara_2013_05	26.93,429
Matara_2013_06	26.02,498
Matara_2013_07	26.09,379
Matara_2013_08	26.08,296
Matara_2013_09	25.97,425
Matara_2013_10	25.88,440
Matara_2013_11	26.1,240
Matara_2013_12	25.8,211
Matara_2014_01	25.95,144
Matara_2014_02	26.56,54
Matara_2014_03	27.84,76
Matara_2014_04	27.29,252
Matara_2014_05	27.07,360
Matara_2014_06	27.05,355
Matara_2014_07	26.55,388
Matara_2014_08	26.05,393
Matara_2014_09	25.93,465
Matara_2014_10	25.95,465
Matara_2014_11	25.86,345
Matara_2014_12	25.67,342
Matara_2015_01	25.87,140
Matara_2015_02	26.18,122
Matara_2015_03	27.12,133
Matara_2015_04	27.19,260
Matara_2015_05	27.1,451
Matara_2015_06	27.08,336
Matara_2015_07	26.78,346
Matara_2015_08	26.44,438
Matara_2015_09	26.16,468
Matara_2015_10	26.24,420
Matara_2015_11	26.15,387
Matara_2015_12	26.32,283
Matara_2016_01	26.81,83
Matara_2016_02	27.4,107
Matara_2016_03	28.58,127
Matara_2016_04	28.25,253
Matara_2016_05	27.2,513
Matara_2016_06	26.83,420
Matara_2016_07	26.5,309
Matara_2016_08	26.52,359
Matara_2016_09	26.3,331
Matara_2016_10	26.34,298
Matara_2016_11	25.93,344
Matara_2016_12	25.93,205
Matara_2017_01	25.88,152
Matara_2017_02	26.33,125
Matara_2017_03	26.95,233
Matara_2017_04	27.83,287
Matara_2017_05	27.6,460
Matara_2017_06	27.04,485
Matara_2017_07	27.3,476
Matara_2017_08	26.9,487
Matara_2017_09	26.77,460
Matara_2017_10	26.79,479
Matara_2017_11	26.35,367
Matara_2017_12	26.25,147
Matara_2018_01	25.9,137
Matara_2018_02	26.31,116
Matara_2018_03	27.01,215
Matara_2018_04	27.24,309
Matara_2018_05	27.14,544
Matara_2018_06	26.8,537
Matara_2018_07	26.61,400
Matara_2018_08	26.1,315
Matara_2018_09	26.63,296
Matara_2018_10	26.21,382
Matara_2018_11	26.33,311
Matara_2018_12	26.21,135
Matara_2019_01	25.84,96
Matara_2019_02	26.7,144
Matara_2019_03	27.17,123
Matara_2019_04	27.77,234
Matara_2019_05	27.82,491
Matara_2019_06	27.93,471
Matara_2019_07	27.45,374
Matara_2019_08	26.88,591
Matara_2019_09	26.51,559
Matara_2019_10	26.16,475
Matara_2019_11	26.47,374
Matara_2019_12	26.47,215
Matara_2020_01	26.84,53
Matara_2020_02	27.13,48
Matara_2020_03	27.51,66
Matara_2020_04	27.78,221
Matara_2020_05	27.81,452
Matara_2020_06	27.6,363
Matara_2020_07	26.97,375
Matara_2020_08	26.99,295
Matara_2020_09	26.54,518
Matara_2020_10	26.92,299
Matara_2020_11	26.67,300
Matara_2020_12	26.28,227
Matara_2021_01	25.85,219
Matara_2021_02	26.28,96
Matara_2021_03	26.74,200
Matara_2021_04	27.47,255
Matara_2021_05	27.53,373
Matara_2021_06	27.19,383
Matara_2021_07	26.89,410
Matara_2021_08	26.58,455
Matara_2021_09	26.79,481
Matara_2021_10	26.77,331
Matara_2021_11	26.26,404
Matara_2021_12	26.14,201
Matara_2022_01	25.83,119
Matara_2022_02	26.37,83
Matara_2022_03	27.12,135
Matara_2022_04	27.23,220
Matara_2022_05	27.14,490
Matara_2022_06	26.84,368
Matara_2022_07	26.75,210
Matara_2022_08	26.26,355
Matara_2022_09	26.51,250
Matara_2022_10	26.23,377
Matara_2022_11	26.11,211
Matara_2022_12	25.81,207
Matara_2023_01	25.38,110
Matara_2023_02	25.97,109
Matara_2023_03	26.65,129
Matara_2023_04	27.46,156
Matara_2023_05	27.73,284
Matara_2023_06	27.35,366
Matara_2023_07	26.97,331
Matara_2023_08	27.42,220
Matara_2023_09	26.78,548
Matara_2023_10	26.23,455
Matara_2023_11	26.23,351
Matara_2023_12	26.53,341
Matara_2024_01	26.45,178
Matara_2024_02	27.64,66
Matara_2024_03	27.6,91
Matara_2024_04	28.25,159
Matara_2024_05	27.91,443
Matara_2024_06	27.53,140
Moneragala_2010_01	24.05,205
Moneragala_2010_02	24.57,63
Moneragala_2010_03	26.33,91
Moneragala_2010_04	26.63,165
Moneragala_2010_05	26.98,137
Moneragala_2010_06	27.29,100
Moneragala_2010_07	27.24,70
Moneragala_2010_08	27.44,114
Moneragala_2010_09	26.63,181
Moneragala_2010_10	26.26,140
Moneragala_2010_11	24.53,359
Moneragala_2010_12	23.7,401
Moneragala_2011_01	23.23,405
Moneragala_2011_02	23.96,248
Moneragala_2011_03	24.88,160
Moneragala_2011_04	25.4,177
Moneragala_2011_05	26.99,68
Moneragala_2011_06	28.14,35
Moneragala_2011_07	27.55,63
Moneragala_2011_08	27.06,90
Moneragala_2011_09	27.32,68
Moneragala_2011_10	25.96,270
Moneragala_2011_11	24.5,290
Moneragala_2011_12	23.99,319
Moneragala_2012_01	23.73,100
Moneragala_2012_02	24.23,186
Moneragala_2012_03	25.83,68
Moneragala_2012_04	25.6,154
Moneragala_2012_05	28.28,32
Moneragala_2012_06	29.03,34
Moneragala_2012_07	28.5,44
Moneragala_2012_08	28.62,78
Moneragala_2012_09	27.8,83
Moneragala_2012_10	26.11,279
Moneragala_2012_11	24.88,243
Moneragala_2012_12	23.86,377
Moneragala_2013_01	23.52,212
Moneragala_2013_02	24.26,186
Moneragala_2013_03	25.15,213
Moneragala_2013_04	26.67,93
Moneragala_2013_05	27.13,116
Moneragala_2013_06	26.89,92
Moneragala_2013_07	27.02,73
Moneragala_2013_08	27.35,70
Moneragala_2013_09	27.05,77
Moneragala_2013_10	26.66,147
Moneragala_2013_11	24.76,173
Moneragala_2013_12	23.78,300
Moneragala_2014_01	23.64,229
Moneragala_2014_02	24.05,112
Moneragala_2014_03	25.52,98
Moneragala_2014_04	26.63,114
Moneragala_2014_05	27.06,133
Moneragala_2014_06	28.24,61
Moneragala_2014_07	28.31,34
Moneragala_2014_08	27.13,115
Moneragala_2014_09	27.29,120
Moneragala_2014_10	25.28,286
Moneragala_2014_11	24.42,324
Moneragala_2014_12	23.95,400
Moneragala_2015_01	24.1,107
Moneragala_2015_02	23.88,204
Moneragala_2015_03	24.72,157
Moneragala_2015_04	25.52,189
Moneragala_2015_05	26.52,135
Moneragala_2015_06	27.32,85
Moneragala_2015_07	27.93,69
Moneragala_2015_08	27.62,82
Moneragala_2015_09	27.05,134
Moneragala_2015_10	25.51,328
Moneragala_2015_11	24.81,315
Moneragala_2015_12	24.45,403
Moneragala_2016_01	24.53,126
Moneragala_2016_02	25.17,158
Moneragala_2016_03	26.55,127
Moneragala_2016_04	27.48,82
Moneragala_2016_05	26.79,216
Moneragala_2016_06	27.94,50
Moneragala_2016_07	28.42,73
Moneragala_2016_08	28.12,47
Moneragala_2016_09	28.21,33
Moneragala_2016_10	27.63,112
Moneragala_2016_11	24.78,252
Moneragala_2016_12	24.5,154
Moneragala_2017_01	24.79,150
Moneragala_2017_02	24.95,133
Moneragala_2017_03	25.95,187
Moneragala_2017_04	28.2,86
Moneragala_2017_05	28.41,112
Moneragala_2017_06	29.03,65
Moneragala_2017_07	29.6,57
Moneragala_2017_08	28.81,69
Moneragala_2017_09	27.81,91
Moneragala_2017_10	27.22,155
Moneragala_2017_11	24.88,313
Moneragala_2017_12	24.89,172
Moneragala_2018_01	24.73,108
Moneragala_2018_02	25.14,121
Moneragala_2018_03	25.76,213
Moneragala_2018_04	26.09,226
Moneragala_2018_05	26.1,174
Moneragala_2018_06	27.51,71
Moneragala_2018_07	28.76,77
Moneragala_2018_08	28.87,59
Moneragala_2018_09	28.24,130
Moneragala_2018_10	24.97,362
Moneragala_2018_11	24.82,354
Moneragala_2018_12	24.55,205
Moneragala_2019_01	24.83,93
Moneragala_2019_02	25.43,244
Moneragala_2019_03	26.95,135
Moneragala_2019_04	27.47,205
Moneragala_2019_05	28.94,71
Moneragala_2019_06	29.59,69
Moneragala_2019_07	29.15,49
Moneragala_2019_08	27.85,72
Moneragala_2019_09	27.04,207
Moneragala_2019_10	24.69,395
Moneragala_2019_11	24.99,363
Moneragala_2019_12	24.65,397
Moneragala_2020_01	25.03,200
Moneragala_2020_02	25.62,123
Moneragala_2020_03	27.15,81
Moneragala_2020_04	27.32,243
Moneragala_2020_05	27.45,135
Moneragala_2020_06	28.92,63
Moneragala_2020_07	27.8,90
Moneragala_2020_08	28.77,64
Moneragala_2020_09	27.7,97
Moneragala_2020_10	28.72,86
Moneragala_2020_11	25.52,341
Moneragala_2020_12	24.97,292
Moneragala_2021_01	24.4,329
Moneragala_2021_02	25.16,144
Moneragala_2021_03	25.62,205
Moneragala_2021_04	26.6,149
Moneragala_2021_05	26.81,188
Moneragala_2021_06	28.27,79
Moneragala_2021_07	28.48,82
Moneragala_2021_08	28.29,120
Moneragala_2021_09	28.17,97
Moneragala_2021_10	26.49,164
Moneragala_2021_11	24.72,309
Moneragala_2021_12	24.88,191
Moneragala_2022_01	24.69,174
Moneragala_2022_02	25.51,99
Moneragala_2022_03	26.37,155
Moneragala_2022_04	25.88,180
Moneragala_2022_05	27.6,100
Moneragala_2022_06	27.82,82
Moneragala_2022_07	27.84,113
Moneragala_2022_08	26.74,141
Moneragala_2022_09	27.27,83
Moneragala_2022_10	25.78,219
Moneragala_2022_11	24.71,244
Moneragala_2022_12	24.25,201
Moneragala_2023_01	24.22,162
Moneragala_2023_02	24.6,173
Moneragala_2023_03	25.49,193
Moneragala_2023_04	26.59,163
Moneragala_2023_05	27.2,104
Moneragala_2023_06	29.17,74
Moneragala_2023_07	28.7,97
Moneragala_2023_08	29.77,67
Moneragala_2023_09	26.94,139
Moneragala_2023_10	25.15,320
